Timestamp,Elapsed_Seconds,Capacitance
2025-11-25 12:03:39.368022,7.3111,29.0
2025-11-25 12:03:39.418514,7.3615,25.0
2025-11-25 12:03:39.470712,7.4138,23.0
2025-11-25 12:03:39.515638,7.4587,22.0
2025-11-25 12:03:39.570716,7.5138,21.0
2025-11-25 12:03:39.617557,7.5606,20.0
2025-11-25 12:03:39.662221,7.6053,20.0
2025-11-25 12:03:39.715769,7.6588,20.0
2025-11-25 12:03:39.759474,7.7025,20.0
2025-11-25 12:03:39.816113,7.7592,21.0
2025-11-25 12:03:39.861515,7.8046,20.0
2025-11-25 12:03:39.920056,7.8631,19.0
2025-11-25 12:03:39.968951,7.912,20.0
2025-11-25 12:03:40.012988,7.956,20.0
2025-11-25 12:03:40.070836,8.0139,20.0
2025-11-25 12:03:40.111882,8.0549,21.0
2025-11-25 12:03:40.168517,8.1116,22.0
2025-11-25 12:03:40.213153,8.1562,22.0
2025-11-25 12:03:40.259167,8.2022,23.0
2025-11-25 12:03:40.316552,8.2596,21.0
2025-11-25 12:03:40.364922,8.308,21.0
2025-11-25 12:03:40.417715,8.3608,21.0
2025-11-25 12:03:40.461746,8.4048,20.0
2025-11-25 12:03:40.524356,8.4674,19.0
2025-11-25 12:03:40.565855,8.5089,18.0
2025-11-25 12:03:40.614604,8.5576,18.0
2025-11-25 12:03:40.670837,8.6139,17.0
2025-11-25 12:03:40.713774,8.6568,17.0
2025-11-25 12:03:40.763700,8.7067,17.0
2025-11-25 12:03:40.816024,8.7591,20.0
2025-11-25 12:03:40.859651,8.8027,22.0
2025-11-25 12:03:40.916207,8.8592,21.0
2025-11-25 12:03:40.961360,8.9044,21.0
2025-11-25 12:03:41.017759,8.9608,19.0
2025-11-25 12:03:41.061335,9.0044,20.0
2025-11-25 12:03:41.120575,9.0636,20.0
2025-11-25 12:03:41.164689,9.1077,20.0
2025-11-25 12:03:41.209107,9.1521,21.0
2025-11-25 12:03:41.264340,9.2074,22.0
2025-11-25 12:03:41.319107,9.2622,25.0
2025-11-25 12:03:41.361003,9.304,29.0
2025-11-25 12:03:41.416508,9.3595,29.0
2025-11-25 12:03:41.466210,9.4093,29.0
2025-11-25 12:03:41.517466,9.4605,31.0
2025-11-25 12:03:41.562575,9.5056,35.0
2025-11-25 12:03:41.617855,9.5609,36.0
2025-11-25 12:03:41.664750,9.6078,35.0
2025-11-25 12:03:41.711030,9.6541,32.0
2025-11-25 12:03:41.764790,9.7078,28.0
2025-11-25 12:03:41.810324,9.7534,27.0
2025-11-25 12:03:41.864536,9.8076,31.0
2025-11-25 12:03:41.910422,9.8535,33.0
2025-11-25 12:03:41.965517,9.9086,28.0
2025-11-25 12:03:42.009146,9.9522,24.0
2025-11-25 12:03:42.068423,10.0115,26.0
2025-11-25 12:03:42.112136,10.0552,31.0
2025-11-25 12:03:42.168138,10.1112,31.0
2025-11-25 12:03:42.211632,10.1547,25.0
2025-11-25 12:03:42.266294,10.2093,24.0
2025-11-25 12:03:42.312415,10.2555,28.0
2025-11-25 12:03:42.361945,10.305,33.0
2025-11-25 12:03:42.417359,10.3604,30.0
2025-11-25 12:03:42.460977,10.404,23.0
2025-11-25 12:03:42.520047,10.4631,22.0
2025-11-25 12:03:42.564436,10.5075,22.0
2025-11-25 12:03:42.611602,10.5547,24.0
2025-11-25 12:03:42.667865,10.6109,25.0
2025-11-25 12:03:42.710223,10.6533,27.0
2025-11-25 12:03:42.765345,10.7084,27.0
2025-11-25 12:03:42.813743,10.7568,26.0
2025-11-25 12:03:42.870681,10.8137,27.0
2025-11-25 12:03:42.914185,10.8572,28.0
2025-11-25 12:03:42.961597,10.9046,31.0
2025-11-25 12:03:43.016081,10.9591,34.0
2025-11-25 12:03:43.061103,11.0041,39.0
2025-11-25 12:03:43.120512,11.0636,41.0
2025-11-25 12:03:43.162533,11.1056,40.0
2025-11-25 12:03:43.218214,11.1613,41.0
2025-11-25 12:03:43.266437,11.2095,44.0
2025-11-25 12:03:43.315049,11.2581,48.0
2025-11-25 12:03:43.364830,11.3079,50.0
2025-11-25 12:03:43.412174,11.3552,52.0
2025-11-25 12:03:43.466934,11.41,52.0
2025-11-25 12:03:43.511910,11.4549,52.0
2025-11-25 12:03:43.571145,11.5142,52.0
2025-11-25 12:03:43.615596,11.5586,52.0
2025-11-25 12:03:43.664359,11.6074,57.0
2025-11-25 12:03:43.715907,11.659,61.0
2025-11-25 12:03:43.760356,11.7034,66.0
2025-11-25 12:03:43.818115,11.7612,106.0
2025-11-25 12:03:43.863960,11.807,109.0
2025-11-25 12:03:43.916659,11.8597,104.0
2025-11-25 12:03:43.961630,11.9047,86.0
2025-11-25 12:03:44.017672,11.9607,73.0
2025-11-25 12:03:44.068686,12.0117,67.0
2025-11-25 12:03:44.108319,12.0514,66.0
2025-11-25 12:03:44.162506,12.1056,107.0
2025-11-25 12:03:44.213282,12.1563,156.0
2025-11-25 12:03:44.265906,12.209,200.0
2025-11-25 12:03:44.312692,12.2557,127.0
2025-11-25 12:03:44.359351,12.3024,104.0
2025-11-25 12:03:44.413448,12.3565,74.0
2025-11-25 12:03:44.459057,12.4021,66.0
2025-11-25 12:03:44.519635,12.4627,61.0
2025-11-25 12:03:44.563451,12.5065,57.0
2025-11-25 12:03:44.611634,12.5547,53.0
2025-11-25 12:03:44.656462,12.5995,51.0
2025-11-25 12:03:44.710829,12.6539,48.0
2025-11-25 12:03:44.768634,12.7117,46.0
2025-11-25 12:03:44.812267,12.7553,43.0
2025-11-25 12:03:44.860281,12.8033,41.0
2025-11-25 12:03:44.915725,12.8588,63.0
2025-11-25 12:03:44.957324,12.9004,117.0
2025-11-25 12:03:45.012674,12.9557,115.0
2025-11-25 12:03:45.058587,13.0016,110.0
2025-11-25 12:03:45.106162,13.0492,71.0
2025-11-25 12:03:45.161128,13.1042,57.0
2025-11-25 12:03:45.207890,13.1509,51.0
2025-11-25 12:03:45.259435,13.2025,46.0
2025-11-25 12:03:45.319417,13.2625,42.0
2025-11-25 12:03:45.361675,13.3047,38.0
2025-11-25 12:03:45.411645,13.3547,35.0
2025-11-25 12:03:45.456231,13.3993,32.0
2025-11-25 12:03:45.513330,13.4564,29.0
2025-11-25 12:03:45.557610,13.5006,26.0
2025-11-25 12:03:45.604048,13.5471,25.0
2025-11-25 12:03:45.664391,13.6074,22.0
2025-11-25 12:03:45.708820,13.6519,92.0
2025-11-25 12:03:45.761842,13.7049,128.0
2025-11-25 12:03:45.805955,13.749,175.0
2025-11-25 12:03:45.860736,13.8038,30.0
2025-11-25 12:03:45.908176,13.8512,108.0
2025-11-25 12:03:45.963779,13.9068,62.0
2025-11-25 12:03:46.009024,13.9521,57.0
2025-11-25 12:03:46.066261,14.0093,50.0
2025-11-25 12:03:46.110147,14.0532,44.0
2025-11-25 12:03:46.156209,14.0993,41.0
2025-11-25 12:03:46.209516,14.1526,37.0
2025-11-25 12:03:46.257588,14.2006,32.0
2025-11-25 12:03:46.311553,14.2546,29.0
2025-11-25 12:03:46.359321,14.3024,26.0
2025-11-25 12:03:46.414487,14.3575,24.0
2025-11-25 12:03:46.458521,14.4016,21.0
2025-11-25 12:03:46.512753,14.4558,13.0
2025-11-25 12:03:46.561842,14.5049,26.0
2025-11-25 12:03:46.605069,14.5481,38.0
2025-11-25 12:03:46.658758,14.6018,42.0
2025-11-25 12:03:46.703570,14.6466,41.0
2025-11-25 12:03:46.762173,14.7052,13.0
2025-11-25 12:03:46.806563,14.7496,19.0
2025-11-25 12:03:46.867239,14.8103,19.0
2025-11-25 12:03:46.910401,14.8534,17.0
2025-11-25 12:03:46.959744,14.9028,15.0
2025-11-25 12:03:47.011430,14.9545,14.0
2025-11-25 12:03:47.057476,15.0005,13.0
2025-11-25 12:03:47.112109,15.0551,12.0
2025-11-25 12:03:47.158508,15.1016,11.0
2025-11-25 12:03:47.213179,15.1562,10.0
2025-11-25 12:03:47.256948,15.2,8.0
2025-11-25 12:03:47.311849,15.2549,29.0
2025-11-25 12:03:47.355678,15.2987,36.0
2025-11-25 12:03:47.403125,15.3462,36.0
2025-11-25 12:03:47.458166,15.4012,37.0
2025-11-25 12:03:47.507011,15.4501,34.0
2025-11-25 12:03:47.560663,15.5037,21.0
2025-11-25 12:03:47.603523,15.5466,21.0
2025-11-25 12:03:47.665345,15.6084,19.0
2025-11-25 12:03:47.708087,15.6511,18.0
2025-11-25 12:03:47.756657,15.6997,16.0
2025-11-25 12:03:47.813483,15.7565,15.0
2025-11-25 12:03:47.853874,15.7969,14.0
2025-11-25 12:03:47.909976,15.853,12.0
2025-11-25 12:03:47.958978,15.902,10.0
2025-11-25 12:03:48.006866,15.9499,7.0
2025-11-25 12:03:48.061539,16.0046,37.0
2025-11-25 12:03:48.108385,16.0514,35.0
2025-11-25 12:03:48.153530,16.0966,29.0
2025-11-25 12:03:48.209176,16.1522,26.0
2025-11-25 12:03:48.256211,16.1993,10.0
2025-11-25 12:03:48.313334,16.2564,32.0
2025-11-25 12:03:48.362722,16.3058,29.0
2025-11-25 12:03:48.402010,16.345,27.0
2025-11-25 12:03:48.461094,16.4041,25.0
2025-11-25 12:03:48.514987,16.458,23.0
2025-11-25 12:03:48.558438,16.5015,21.0
2025-11-25 12:03:48.605691,16.5487,19.0
2025-11-25 12:03:48.659298,16.6023,18.0
2025-11-25 12:03:48.703250,16.6463,16.0
2025-11-25 12:03:48.758010,16.701,14.0
2025-11-25 12:03:48.805956,16.749,12.0
2025-11-25 12:03:48.860391,16.8034,11.0
2025-11-25 12:03:48.904676,16.8477,10.0
2025-11-25 12:03:48.960427,16.9035,8.0
2025-11-25 12:03:49.008707,16.9517,6.0
2025-11-25 12:03:49.063348,17.0064,0.0
2025-11-25 12:03:49.105423,17.0485,22.0
2025-11-25 12:03:49.154779,17.0978,23.0
2025-11-25 12:03:49.207175,17.1502,22.0
2025-11-25 12:03:49.253152,17.1962,20.0
2025-11-25 12:03:49.306949,17.25,18.0
2025-11-25 12:03:49.353459,17.2965,17.0
2025-11-25 12:03:49.409568,17.3526,18.0
2025-11-25 12:03:49.452642,17.3957,15.0
2025-11-25 12:03:49.500660,17.4437,17.0
2025-11-25 12:03:49.557729,17.5008,16.0
2025-11-25 12:03:49.603049,17.5461,13.0
2025-11-25 12:03:49.658200,17.6012,11.0
2025-11-25 12:03:49.702849,17.6459,9.0
2025-11-25 12:03:49.757711,17.7008,8.0
2025-11-25 12:03:49.805358,17.7484,19.0
2025-11-25 12:03:49.855286,17.7983,3.0
2025-11-25 12:03:49.903551,17.8466,4.0
2025-11-25 12:03:49.949065,17.8921,3.0
2025-11-25 12:03:50.007969,17.951,1.0
2025-11-25 12:03:50.052187,17.9952,-1.0
2025-11-25 12:03:50.099424,18.0425,-3.0
2025-11-25 12:03:50.159831,18.1029,-3.0
2025-11-25 12:03:50.201655,18.1447,-3.0
2025-11-25 12:03:50.256869,18.1999,-3.0
2025-11-25 12:03:50.300872,18.2439,-2.0
2025-11-25 12:03:50.358987,18.302,-2.0
2025-11-25 12:03:50.403850,18.3469,-1.0
2025-11-25 12:03:50.448008,18.391,-1.0
2025-11-25 12:03:50.507870,18.4509,0.0
2025-11-25 12:03:50.555989,18.499,0.0
2025-11-25 12:03:50.596865,18.5399,0.0
2025-11-25 12:03:50.652732,18.5958,0.0
2025-11-25 12:03:50.695743,18.6388,0.0
2025-11-25 12:03:50.755232,18.6983,1.0
2025-11-25 12:03:50.799414,18.7425,3.0
2025-11-25 12:03:50.852727,18.7958,3.0
2025-11-25 12:03:50.899895,18.8429,4.0
2025-11-25 12:03:50.956564,18.8996,5.0
2025-11-25 12:03:50.999725,18.9428,7.0
2025-11-25 12:03:51.055562,18.9986,9.0
2025-11-25 12:03:51.103157,19.0462,-8.0
2025-11-25 12:03:51.149564,19.0926,-8.0
2025-11-25 12:03:51.206118,19.1492,-8.0
2025-11-25 12:03:51.254995,19.198,24.0
2025-11-25 12:03:51.297554,19.2406,24.0
2025-11-25 12:03:51.352482,19.2955,24.0
2025-11-25 12:03:51.395585,19.3386,24.0
2025-11-25 12:03:51.457128,19.4002,26.0
2025-11-25 12:03:51.500852,19.4439,26.0
2025-11-25 12:03:51.547116,19.4902,29.0
2025-11-25 12:03:51.603030,19.5461,29.0
2025-11-25 12:03:51.652232,19.5953,-7.0
2025-11-25 12:03:51.704836,19.6479,-8.0
2025-11-25 12:03:51.749634,19.6927,-8.0
2025-11-25 12:03:51.797694,19.7407,101.0
2025-11-25 12:03:51.845576,19.7886,94.0
2025-11-25 12:03:51.901617,19.8447,98.0
2025-11-25 12:03:51.945750,19.8888,109.0
2025-11-25 12:03:52.000383,19.9434,208.0
2025-11-25 12:03:52.049191,19.9922,22.0
2025-11-25 12:03:52.096293,20.0393,29.0
2025-11-25 12:03:52.149988,20.093,35.0
2025-11-25 12:03:52.200235,20.1433,41.0
2025-11-25 12:03:52.252341,20.1954,37.0
2025-11-25 12:03:52.297275,20.2403,32.0
2025-11-25 12:03:52.343860,20.2869,29.0
2025-11-25 12:03:52.400295,20.3433,25.0
2025-11-25 12:03:52.449365,20.3924,26.0
2025-11-25 12:03:52.505016,20.4481,26.0
2025-11-25 12:03:52.549145,20.4922,27.0
2025-11-25 12:03:52.595935,20.539,28.0
2025-11-25 12:03:52.649820,20.5929,33.0
2025-11-25 12:03:52.694715,20.6377,119.0
2025-11-25 12:03:52.753875,20.6969,193.0
2025-11-25 12:03:52.794416,20.7375,245.0
2025-11-25 12:03:52.851879,20.7949,188.0
2025-11-25 12:03:52.900115,20.8431,207.0
2025-11-25 12:03:52.953050,20.8961,30.0
2025-11-25 12:03:52.996753,20.9398,27.0
2025-11-25 12:03:53.040886,20.9839,27.0
2025-11-25 12:03:53.099483,21.0425,27.0
2025-11-25 12:03:53.150175,21.0932,28.0
2025-11-25 12:03:53.192225,21.1353,28.0
2025-11-25 12:03:53.252283,21.1953,28.0
2025-11-25 12:03:53.297533,21.2406,29.0
2025-11-25 12:03:53.350677,21.2937,30.0
2025-11-25 12:03:53.396522,21.3396,33.0
2025-11-25 12:03:53.454171,21.3972,121.0
2025-11-25 12:03:53.495549,21.4386,179.0
2025-11-25 12:03:53.540367,21.4834,223.0
2025-11-25 12:03:53.600398,21.5434,223.0
2025-11-25 12:03:53.644157,21.5872,227.0
2025-11-25 12:03:53.692105,21.6351,219.0
2025-11-25 12:03:53.746194,21.6892,43.0
2025-11-25 12:03:53.790848,21.7339,32.0
2025-11-25 12:03:53.850819,21.7939,29.0
2025-11-25 12:03:53.891428,21.8345,29.0
2025-11-25 12:03:53.947537,21.8906,29.0
2025-11-25 12:03:53.989220,21.9323,30.0
2025-11-25 12:03:54.045605,21.9887,30.0
2025-11-25 12:03:54.093478,22.0365,29.0
2025-11-25 12:03:54.149208,22.0922,30.0
2025-11-25 12:03:54.195870,22.1389,32.0
2025-11-25 12:03:54.248243,22.1913,45.0
2025-11-25 12:03:54.292463,22.2355,174.0
2025-11-25 12:03:54.348655,22.2917,204.0
2025-11-25 12:03:54.398059,22.3411,216.0
2025-11-25 12:03:54.452819,22.3959,198.0
2025-11-25 12:03:54.491913,22.435,54.0
2025-11-25 12:03:54.549794,22.4928,38.0
2025-11-25 12:03:54.592626,22.5357,32.0
2025-11-25 12:03:54.647796,22.5908,32.0
2025-11-25 12:03:54.688394,22.6314,32.0
2025-11-25 12:03:54.743268,22.6863,33.0
2025-11-25 12:03:54.799694,22.7427,33.0
2025-11-25 12:03:54.848079,22.7911,33.0
2025-11-25 12:03:54.890175,22.8332,33.0
2025-11-25 12:03:54.944745,22.8878,33.0
2025-11-25 12:03:54.989477,22.9325,33.0
2025-11-25 12:03:55.047438,22.9905,34.0
2025-11-25 12:03:55.092159,23.0352,34.0
2025-11-25 12:03:55.137969,23.081,35.0
2025-11-25 12:03:55.193326,23.1364,38.0
2025-11-25 12:03:55.236640,23.1797,132.0
2025-11-25 12:03:55.294563,23.2376,169.0
2025-11-25 12:03:55.343586,23.2866,123.0
2025-11-25 12:03:55.388411,23.3315,100.0
2025-11-25 12:03:55.445651,23.3887,88.0
2025-11-25 12:03:55.488870,23.4319,81.0
2025-11-25 12:03:55.550734,23.4938,77.0
2025-11-25 12:03:55.591787,23.5348,82.0
2025-11-25 12:03:55.649118,23.5922,148.0
2025-11-25 12:03:55.691582,23.6346,163.0
2025-11-25 12:03:55.744462,23.6875,101.0
2025-11-25 12:03:55.787078,23.7301,70.0
2025-11-25 12:03:55.842221,23.7853,53.0
2025-11-25 12:03:55.889742,23.8328,42.0
2025-11-25 12:03:55.946121,23.8892,37.0
2025-11-25 12:03:55.987662,23.9307,36.0
2025-11-25 12:03:56.041678,23.9847,37.0
2025-11-25 12:03:56.086012,24.0291,39.0
2025-11-25 12:03:56.141121,24.0842,37.0
2025-11-25 12:03:56.191563,24.1346,37.0
2025-11-25 12:03:56.244497,24.1875,37.0
2025-11-25 12:03:56.290487,24.2335,38.0
2025-11-25 12:03:56.336441,24.2795,36.0
2025-11-25 12:03:56.390719,24.3338,36.0
2025-11-25 12:03:56.445865,24.3889,29.0
2025-11-25 12:03:56.488486,24.4315,26.0
2025-11-25 12:03:56.545447,24.4885,27.0
2025-11-25 12:03:56.593167,24.5362,28.0
2025-11-25 12:03:56.641491,24.5845,29.0
2025-11-25 12:03:56.685649,24.6287,25.0
2025-11-25 12:03:56.739634,24.6827,22.0
2025-11-25 12:03:56.800852,24.7439,22.0
2025-11-25 12:03:56.843676,24.7867,25.0
2025-11-25 12:03:56.886209,24.8293,21.0
2025-11-25 12:03:56.941096,24.8841,19.0
2025-11-25 12:03:56.989296,24.9323,21.0
2025-11-25 12:03:57.045406,24.9884,23.0
2025-11-25 12:03:57.087864,25.0309,24.0
2025-11-25 12:03:57.143534,25.0866,20.0
2025-11-25 12:03:57.188910,25.132,20.0
2025-11-25 12:03:57.245025,25.1881,22.0
2025-11-25 12:03:57.294025,25.2371,22.0
2025-11-25 12:03:57.336537,25.2796,20.0
2025-11-25 12:03:57.395933,25.339,18.0
2025-11-25 12:03:57.440652,25.3837,19.0
2025-11-25 12:03:57.495534,25.4386,19.0
2025-11-25 12:03:57.543537,25.4866,20.0
2025-11-25 12:03:57.586244,25.5293,17.0
2025-11-25 12:03:57.644347,25.5874,19.0
2025-11-25 12:03:57.690280,25.6333,19.0
2025-11-25 12:03:57.744795,25.6878,21.0
2025-11-25 12:03:57.791567,25.7346,16.0
2025-11-25 12:03:57.836440,25.7795,13.0
2025-11-25 12:03:57.897057,25.8401,12.0
2025-11-25 12:03:57.939783,25.8828,12.0
2025-11-25 12:03:57.990084,25.9331,12.0
2025-11-25 12:03:58.039542,25.9826,12.0
2025-11-25 12:03:58.085986,26.029,11.0
2025-11-25 12:03:58.142073,26.0851,12.0
2025-11-25 12:03:58.193894,26.1369,11.0
2025-11-25 12:03:58.239111,26.1821,12.0
2025-11-25 12:03:58.286170,26.2292,15.0
2025-11-25 12:03:58.341781,26.2848,23.0
2025-11-25 12:03:58.385875,26.3289,20.0
2025-11-25 12:03:58.438774,26.3818,13.0
2025-11-25 12:03:58.494220,26.4373,7.0
2025-11-25 12:03:58.538001,26.481,7.0
2025-11-25 12:03:58.592028,26.5351,8.0
2025-11-25 12:03:58.637065,26.5801,13.0
2025-11-25 12:03:58.697619,26.6407,24.0
2025-11-25 12:03:58.739019,26.6821,29.0
2025-11-25 12:03:58.786503,26.7295,5.0
2025-11-25 12:03:58.842359,26.7854,10.0
2025-11-25 12:03:58.883895,26.8269,2.0
2025-11-25 12:03:58.940771,26.8838,19.0
2025-11-25 12:03:58.983043,26.9261,2.0
2025-11-25 12:03:59.043072,26.9861,9.0
2025-11-25 12:03:59.085993,27.029,3.0
2025-11-25 12:03:59.146147,27.0892,3.0
2025-11-25 12:03:59.188168,27.1312,14.0
2025-11-25 12:03:59.237065,27.1801,100.0
2025-11-25 12:03:59.290681,27.2337,99.0
2025-11-25 12:03:59.334745,27.2778,99.0
2025-11-25 12:03:59.391404,27.3344,98.0
2025-11-25 12:03:59.438120,27.3812,83.0
2025-11-25 12:03:59.493490,27.4365,71.0
2025-11-25 12:03:59.543453,27.4865,76.0
2025-11-25 12:03:59.591719,27.5348,84.0
2025-11-25 12:03:59.639599,27.5826,33.0
2025-11-25 12:03:59.695862,27.6389,21.0
2025-11-25 12:03:59.737963,27.681,27.0
2025-11-25 12:03:59.792185,27.7352,21.0
2025-11-25 12:03:59.839616,27.7827,48.0
2025-11-25 12:03:59.885703,27.8287,86.0
2025-11-25 12:03:59.945097,27.8881,284.0
